id,account_id,instrument_symbol,side,quantity,price,filled_at,order_id,liquidity,commission_usd
FIL-500486,ACC-1015,MES,BUY,10,5629.75,2026-08-24T16:12:47Z,ORD-900405,taker,7.00
FIL-500487,ACC-1015,MES,BUY,4,5631.00,2026-08-24T16:18:52Z,ORD-900382,taker,2.80
FIL-500488,ACC-1015,MES,SELL,10,5628.25,2026-08-24T16:23:47Z,ORD-900406,taker,7.00
FIL-500489,ACC-1017,MCL,SELL,5,73.65,2026-08-24T16:25:43Z,ORD-900441,maker,3.50
FIL-500490,ACC-1003,NQ,SELL,2,19768.50,2026-08-24T16:33:26Z,ORD-900261,maker,4.20
FIL-500491,ACC-1002,MES,SELL,8,5629.00,2026-08-24T16:52:44Z,ORD-900246,taker,5.60
FIL-500492,ACC-1017,MCL,BUY,5,73.63,2026-08-24T17:07:43Z,ORD-900442,taker,3.50
FIL-500493,ACC-1003,NQ,BUY,2,19767.50,2026-08-24T17:13:26Z,ORD-900262,taker,4.20
FIL-500494,ACC-1015,MNQ,BUY,2,19768.50,2026-08-24T17:17:45Z,ORD-900383,taker,1.40
FIL-500495,ACC-1001,MES,SELL,5,5628.75,2026-08-24T17:17:50Z,ORD-900229,taker,3.50
FIL-500496,ACC-1001,MES,SELL,5,5628.75,2026-08-24T17:17:53Z,ORD-900229,maker,3.50
FIL-500497,ACC-1013,MNQ,BUY,3,19769.50,2026-08-24T17:21:00Z,ORD-900373,taker,2.10
FIL-500498,ACC-1013,MNQ,BUY,3,19769.50,2026-08-24T17:21:03Z,ORD-900373,maker,2.10
FIL-500499,ACC-1016,MES,BUY,2,5630.00,2026-08-24T17:21:46Z,ORD-900431,taker,1.40
FIL-500500,ACC-1001,MES,BUY,10,5629.75,2026-08-24T17:22:50Z,ORD-900230,taker,7.00
FIL-500501,ACC-1016,MES,SELL,2,5631.25,2026-08-24T17:35:46Z,ORD-900432,taker,1.40
FIL-500502,ACC-1013,MNQ,SELL,5,19770.00,2026-08-24T17:42:06Z,ORD-900371,taker,3.50
FIL-500503,ACC-1013,MNQ,SELL,5,19770.00,2026-08-24T17:42:07Z,ORD-900371,maker,3.50
FIL-500504,ACC-1017,MCL,SELL,2,73.71,2026-08-24T17:43:55Z,ORD-900439,taker,1.40
FIL-500505,ACC-1015,MES,BUY,3,5630.00,2026-08-24T17:54:22Z,ORD-900385,taker,2.10
FIL-500506,ACC-1018,MNQ,BUY,5,19768.00,2026-08-24T17:59:02Z,ORD-900451,taker,3.50
FIL-500507,ACC-1017,MCL,BUY,2,73.73,2026-08-24T18:01:55Z,ORD-900440,maker,1.40
FIL-500508,ACC-1016,MES,BUY,3,5629.25,2026-08-24T18:03:32Z,ORD-900423,taker,2.10
FIL-500509,ACC-1015,MNQ,SELL,2,19769.00,2026-08-24T18:07:45Z,ORD-900384,taker,1.40
FIL-500510,ACC-1003,MNQ,SELL,8,19770.00,2026-08-24T18:09:32Z,ORD-900263,maker,5.60
FIL-500511,ACC-1015,MES,SELL,3,5631.25,2026-08-24T18:12:22Z,ORD-900386,maker,2.10
FIL-500512,ACC-1013,MNQ,SELL,6,19769.25,2026-08-24T18:16:00Z,ORD-900374,taker,4.20
FIL-500513,ACC-1003,MNQ,BUY,2,19770.00,2026-08-24T18:20:40Z,ORD-900257,taker,1.40
FIL-500514,ACC-1003,MNQ,BUY,3,19770.00,2026-08-24T18:20:42Z,ORD-900257,taker,2.10
FIL-500515,ACC-1013,MNQ,BUY,10,19768.00,2026-08-24T18:25:06Z,ORD-900372,maker,7.00
FIL-500516,ACC-1016,MES,SELL,3,5629.50,2026-08-24T18:29:32Z,ORD-900424,maker,2.10
FIL-500517,ACC-1018,MNQ,SELL,5,19768.75,2026-08-24T18:41:02Z,ORD-900452,maker,3.50
FIL-500518,ACC-1003,MNQ,SELL,5,19771.25,2026-08-24T19:00:40Z,ORD-900258,taker,3.50
FIL-500519,ACC-1003,MNQ,BUY,8,19768.75,2026-08-24T19:02:32Z,ORD-900264,taker,5.60
FIL-500520,ACC-1006,MES,BUY,2,5628.75,2026-08-24T22:41:07Z,ORD-900469,maker,1.40
FIL-500521,ACC-1006,MES,BUY,2,5628.75,2026-08-24T22:41:10Z,ORD-900469,taker,1.40
FIL-500522,ACC-1015,MNQ,SELL,4,19847.25,2026-08-24T23:01:20Z,ORD-900521,maker,2.80
FIL-500523,ACC-1015,MNQ,BUY,4,19845.75,2026-08-24T23:04:20Z,ORD-900522,taker,2.80
FIL-500524,ACC-1015,MNQ,BUY,3,19847.25,2026-08-24T23:07:30Z,ORD-900561,maker,2.10
FIL-500525,ACC-1006,MES,BUY,2,5624.50,2026-08-24T23:52:38Z,ORD-900470,maker,1.40
FIL-500526,ACC-1015,MES,BUY,2,5652.75,2026-08-24T23:59:53Z,ORD-900563,taker,1.40
FIL-500527,ACC-1015,MES,BUY,2,5652.75,2026-08-24T23:59:54Z,ORD-900563,taker,1.40
FIL-500528,ACC-1015,MNQ,SELL,3,19848.00,2026-08-25T00:02:30Z,ORD-900562,maker,2.10
FIL-500529,ACC-1015,MNQ,BUY,5,19848.00,2026-08-25T00:03:19Z,ORD-900523,taker,3.50
FIL-500530,ACC-1015,MNQ,SELL,5,19848.25,2026-08-25T00:12:19Z,ORD-900524,taker,3.50
FIL-500531,ACC-1015,MES,SELL,4,5653.50,2026-08-25T00:42:53Z,ORD-900564,taker,2.80
FIL-500532,ACC-1015,MES,BUY,2,5653.00,2026-08-25T00:53:11Z,ORD-900565,maker,1.40
FIL-500533,ACC-1015,MES,BUY,2,5653.00,2026-08-25T00:53:14Z,ORD-900565,taker,1.40
FIL-500534,ACC-1015,MNQ,BUY,4,19849.00,2026-08-25T00:55:45Z,ORD-900525,taker,2.80
FIL-500535,ACC-1015,MNQ,BUY,5,19849.00,2026-08-25T01:06:17Z,ORD-900527,taker,3.50
FIL-500536,ACC-1015,MES,SELL,4,5654.00,2026-08-25T01:07:11Z,ORD-900566,taker,2.80
FIL-500537,ACC-1006,MES,BUY,2,5631.00,2026-08-25T01:15:22Z,ORD-900471,taker,1.40
FIL-500538,ACC-1015,MNQ,SELL,4,19849.75,2026-08-25T01:18:45Z,ORD-900526,maker,2.80
FIL-500539,ACC-1015,MNQ,SELL,5,19850.00,2026-08-25T01:28:17Z,ORD-900528,maker,3.50
FIL-500540,ACC-1015,MES,BUY,4,5651.25,2026-08-25T01:33:40Z,ORD-900567,taker,2.80
FIL-500541,ACC-1009,GC,BUY,2,2496.90,2026-08-25T01:50:18Z,ORD-900500,taker,4.20
FIL-500542,ACC-1015,MNQ,BUY,4,19847.25,2026-08-25T01:55:26Z,ORD-900569,taker,2.80
FIL-500543,ACC-1015,MES,SELL,4,5650.75,2026-08-25T02:00:40Z,ORD-900568,taker,2.80
FIL-500544,ACC-1009,GC,SELL,2,2497.20,2026-08-25T02:04:18Z,ORD-900501,maker,4.20
FIL-500545,ACC-1015,MNQ,SELL,2,19847.50,2026-08-25T02:06:24Z,ORD-900529,taker,1.40
FIL-500546,ACC-1015,MNQ,SELL,4,19848.00,2026-08-25T02:32:26Z,ORD-900570,taker,2.80
FIL-500547,ACC-1015,MNQ,BUY,2,19846.50,2026-08-25T02:33:24Z,ORD-900530,taker,1.40
FIL-500548,ACC-1017,MES,SELL,4,5650.50,2026-08-25T02:38:53Z,ORD-900607,taker,2.80
FIL-500549,ACC-1015,MNQ,BUY,2,19846.75,2026-08-25T02:57:27Z,ORD-900571,maker,1.40
FIL-500550,ACC-1017,MES,BUY,4,5650.00,2026-08-25T02:58:53Z,ORD-900608,maker,2.80
FIL-500551,ACC-1009,GC,SELL,2,2495.90,2026-08-25T03:02:01Z,ORD-900502,taker,4.20
FIL-500552,ACC-1015,MES,SELL,2,5651.00,2026-08-25T03:04:18Z,ORD-900531,taker,1.40
FIL-500553,ACC-1009,GC,BUY,2,2496.10,2026-08-25T03:06:01Z,ORD-900503,maker,4.20
FIL-500554,ACC-1015,MES,BUY,2,5650.00,2026-08-25T03:07:18Z,ORD-900532,maker,1.40
FIL-500555,ACC-1015,MNQ,SELL,2,19846.50,2026-08-25T03:12:27Z,ORD-900572,taker,1.40
FIL-500556,ACC-1018,MNQ,BUY,4,19847.50,2026-08-25T03:30:38Z,ORD-900616,maker,2.80
FIL-500557,ACC-1015,MES,SELL,4,5651.75,2026-08-25T03:34:01Z,ORD-900533,taker,2.80
FIL-500558,ACC-1015,MNQ,BUY,3,19847.25,2026-08-25T03:37:46Z,ORD-900573,maker,2.10
FIL-500559,ACC-1015,MES,BUY,4,5651.50,2026-08-25T03:48:01Z,ORD-900534,taker,2.80
FIL-500560,ACC-1017,MES,BUY,4,5651.00,2026-08-25T03:49:16Z,ORD-900609,maker,2.80
FIL-500561,ACC-1009,GC,BUY,1,2496.40,2026-08-25T03:54:48Z,ORD-900504,taker,2.10
FIL-500562,ACC-1018,MNQ,SELL,4,19848.75,2026-08-25T04:02:38Z,ORD-900617,taker,2.80
FIL-500563,ACC-1001,MCL,BUY,4,73.94,2026-08-25T04:08:43Z,ORD-900481,maker,2.80
FIL-500564,ACC-1009,GC,SELL,1,2496.80,2026-08-25T04:09:48Z,ORD-900505,taker,2.10
FIL-500565,ACC-1015,MES,SELL,5,5652.75,2026-08-25T04:14:21Z,ORD-900535,maker,3.50
FIL-500566,ACC-1001,MCL,SELL,4,73.97,2026-08-25T04:24:43Z,ORD-900482,maker,2.80
FIL-500567,ACC-1015,MNQ,SELL,3,19847.50,2026-08-25T04:27:46Z,ORD-900574,maker,2.10
FIL-500568,ACC-1015,MNQ,BUY,2,19846.00,2026-08-25T04:34:41Z,ORD-900575,taker,1.40
FIL-500569,ACC-1017,MES,SELL,4,5651.75,2026-08-25T04:39:16Z,ORD-900610,taker,2.80
FIL-500570,ACC-1015,MES,BUY,5,5652.50,2026-08-25T04:50:21Z,ORD-900536,taker,3.50
FIL-500571,ACC-1015,MNQ,BUY,4,19848.50,2026-08-25T05:03:00Z,ORD-900577,taker,2.80
FIL-500572,ACC-1009,GC,SELL,1,2496.50,2026-08-25T05:04:55Z,ORD-900506,maker,2.10
FIL-500573,ACC-1015,MES,SELL,2,5651.75,2026-08-25T05:14:41Z,ORD-900537,maker,1.40
FIL-500574,ACC-1001,MCL,SELL,6,73.97,2026-08-25T05:18:59Z,ORD-900483,taker,4.20
FIL-500575,ACC-1018,MNQ,BUY,4,19847.50,2026-08-25T05:19:52Z,ORD-900618,maker,2.80
FIL-500576,ACC-1015,MNQ,SELL,2,19845.25,2026-08-25T05:24:41Z,ORD-900576,maker,1.40
FIL-500577,ACC-1007,MES,SELL,2,5652.25,2026-08-25T05:25:42Z,ORD-900495,taker,1.40
FIL-500578,ACC-1015,MNQ,SELL,4,19848.25,2026-08-25T05:27:00Z,ORD-900578,taker,2.80
FIL-500579,ACC-1009,GC,BUY,1,2496.60,2026-08-25T05:39:55Z,ORD-900507,taker,2.10
FIL-500580,ACC-1001,MCL,BUY,6,73.99,2026-08-25T05:43:59Z,ORD-900484,taker,4.20
FIL-500581,ACC-1015,MNQ,BUY,2,19848.50,2026-08-25T05:45:58Z,ORD-900579,taker,1.40
FIL-500582,ACC-1015,MNQ,BUY,2,19848.50,2026-08-25T05:45:59Z,ORD-900579,taker,1.40
FIL-500583,ACC-1017,MES,BUY,3,5652.75,2026-08-25T05:57:14Z,ORD-900611,taker,2.10
FIL-500584,ACC-1001,MCL,BUY,4,73.95,2026-08-25T05:58:24Z,ORD-900485,taker,2.80
FIL-500585,ACC-1007,MES,BUY,2,5653.00,2026-08-25T05:58:42Z,ORD-900496,maker,1.40
FIL-500586,ACC-1015,MES,BUY,2,5652.50,2026-08-25T05:59:41Z,ORD-900538,maker,1.40
FIL-500587,ACC-1018,MNQ,SELL,4,19846.75,2026-08-25T05:59:52Z,ORD-900619,taker,2.80
FIL-500588,ACC-1009,GC,BUY,2,2496.10,2026-08-25T06:00:04Z,ORD-900508,maker,4.20
FIL-500589,ACC-1015,MNQ,BUY,3,19848.00,2026-08-25T06:05:23Z,ORD-900539,maker,2.10
FIL-500590,ACC-1015,MNQ,SELL,4,19848.25,2026-08-25T06:16:58Z,ORD-900580,taker,2.80
FIL-500591,ACC-1015,MES,BUY,2,5652.50,2026-08-25T06:18:58Z,ORD-900541,taker,1.40
FIL-500592,ACC-1001,MCL,SELL,4,74.00,2026-08-25T06:22:24Z,ORD-900486,maker,2.80
FIL-500593,ACC-1015,MES,SELL,2,5654.00,2026-08-25T06:30:58Z,ORD-900542,taker,1.40
FIL-500594,ACC-1017,MES,SELL,3,5652.50,2026-08-25T06:35:14Z,ORD-900612,taker,2.10
FIL-500595,ACC-1015,MNQ,BUY,4,19848.00,2026-08-25T06:42:56Z,ORD-900581,taker,2.80
FIL-500596,ACC-1009,GC,SELL,2,2496.30,2026-08-25T06:45:04Z,ORD-900509,taker,4.20
FIL-500597,ACC-1001,MCL,BUY,8,73.98,2026-08-25T06:45:09Z,ORD-900487,taker,5.60
FIL-500598,ACC-1015,MNQ,SELL,3,19849.00,2026-08-25T06:52:23Z,ORD-900540,taker,2.10
FIL-500599,ACC-1018,MNQ,BUY,6,19848.00,2026-08-25T06:59:19Z,ORD-900620,taker,4.20
FIL-500600,ACC-1001,MCL,SELL,8,73.97,2026-08-25T07:07:09Z,ORD-900488,maker,5.60
FIL-500601,ACC-1015,MNQ,BUY,2,19847.75,2026-08-25T07:07:31Z,ORD-900583,taker,1.40
FIL-500602,ACC-1015,MNQ,BUY,3,19847.75,2026-08-25T07:07:32Z,ORD-900583,taker,2.10
FIL-500603,ACC-1009,GC,SELL,2,2496.10,2026-08-25T07:12:45Z,ORD-900510,maker,4.20
FIL-500604,ACC-1015,MES,SELL,2,5652.00,2026-08-25T07:20:23Z,ORD-900543,taker,1.40
FIL-500605,ACC-1015,MES,BUY,2,5651.50,2026-08-25T07:25:23Z,ORD-900544,taker,1.40
FIL-500606,ACC-1017,MES,SELL,5,5654.00,2026-08-25T07:29:07Z,ORD-900613,maker,3.50
FIL-500607,ACC-1017,MES,BUY,5,5653.00,2026-08-25T07:36:07Z,ORD-900614,taker,3.50
FIL-500608,ACC-1015,MNQ,SELL,4,19849.50,2026-08-25T07:37:56Z,ORD-900582,maker,2.80
FIL-500609,ACC-1018,MNQ,SELL,6,19848.50,2026-08-25T07:38:19Z,ORD-900621,taker,4.20
FIL-500610,ACC-1009,GC,BUY,2,2496.40,2026-08-25T07:39:45Z,ORD-900511,maker,4.20
FIL-500611,ACC-1002,MES,BUY,3,5651.50,2026-08-25T07:50:46Z,ORD-900492,taker,2.10
FIL-500612,ACC-1002,MES,SELL,3,5652.50,2026-08-25T07:56:46Z,ORD-900493,maker,2.10
FIL-500613,ACC-1015,MNQ,SELL,5,19847.50,2026-08-25T07:57:31Z,ORD-900584,taker,3.50
FIL-500614,ACC-1015,MNQ,BUY,5,19846.75,2026-08-25T08:02:38Z,ORD-900545,taker,3.50
FIL-500615,ACC-1015,MNQ,SELL,5,19846.00,2026-08-25T08:16:38Z,ORD-900546,maker,3.50
FIL-500616,ACC-1001,MCL,BUY,5,74.00,2026-08-25T08:19:01Z,ORD-900489,taker,3.50
FIL-500617,ACC-1015,MNQ,BUY,2,19847.50,2026-08-25T08:22:25Z,ORD-900585,taker,1.40
FIL-500618,ACC-1015,MNQ,BUY,2,19847.50,2026-08-25T08:22:27Z,ORD-900585,taker,1.40
FIL-500619,ACC-1015,MNQ,BUY,2,19849.75,2026-08-25T08:37:47Z,ORD-900587,taker,1.40
FIL-500620,ACC-1001,MCL,SELL,5,74.02,2026-08-25T08:40:01Z,ORD-900490,maker,3.50
FIL-500621,ACC-1015,MNQ,SELL,4,19846.75,2026-08-25T08:56:25Z,ORD-900586,taker,2.80
FIL-500622,ACC-1015,MES,SELL,4,5652.50,2026-08-25T08:57:06Z,ORD-900547,maker,2.80
FIL-500623,ACC-1009,GC,SELL,1,2496.90,2026-08-25T08:57:44Z,ORD-900512,maker,2.10
FIL-500624,ACC-1015,MNQ,SELL,2,19850.50,2026-08-25T08:57:47Z,ORD-900588,maker,1.40
FIL-500625,ACC-1009,GC,BUY,1,2496.40,2026-08-25T09:18:44Z,ORD-900513,maker,2.10
FIL-500626,ACC-1015,MES,BUY,4,5652.00,2026-08-25T09:20:06Z,ORD-900548,taker,2.80
FIL-500627,ACC-1015,MNQ,SELL,2,19846.00,2026-08-25T09:20:49Z,ORD-900589,maker,1.40
FIL-500628,ACC-1015,MNQ,SELL,2,19846.00,2026-08-25T09:20:52Z,ORD-900589,taker,1.40
FIL-500629,ACC-1009,GC,SELL,1,2496.70,2026-08-25T09:23:27Z,ORD-900514,taker,2.10
FIL-500630,ACC-1015,MES,SELL,4,5652.50,2026-08-25T09:40:56Z,ORD-900549,taker,2.80
FIL-500631,ACC-1015,MNQ,BUY,4,19845.25,2026-08-25T09:54:49Z,ORD-900590,maker,2.80
FIL-500632,ACC-1009,GC,BUY,1,2496.60,2026-08-25T10:04:27Z,ORD-900515,taker,2.10
FIL-500633,ACC-1015,MES,BUY,4,5652.00,2026-08-25T10:09:56Z,ORD-900550,taker,2.80
FIL-500634,ACC-1015,MNQ,BUY,2,19847.50,2026-08-25T10:10:07Z,ORD-900591,taker,1.40
FIL-500635,ACC-1015,MNQ,BUY,2,19847.50,2026-08-25T10:10:09Z,ORD-900591,maker,1.40
FIL-500636,ACC-1015,MNQ,SELL,4,19849.25,2026-08-25T10:10:34Z,ORD-900551,maker,2.80
FIL-500637,ACC-1015,MNQ,BUY,4,19848.50,2026-08-25T10:24:34Z,ORD-900552,taker,2.80
FIL-500638,ACC-1015,MNQ,BUY,4,19847.25,2026-08-25T10:48:07Z,ORD-900553,taker,2.80
FIL-500639,ACC-1015,MNQ,BUY,5,19848.00,2026-08-25T10:50:01Z,ORD-900593,taker,3.50
FIL-500640,ACC-1015,MNQ,SELL,4,19848.50,2026-08-25T10:50:07Z,ORD-900592,taker,2.80
FIL-500641,ACC-1015,MNQ,SELL,4,19847.75,2026-08-25T10:59:07Z,ORD-900554,maker,2.80
FIL-500642,ACC-1015,MNQ,SELL,5,19848.25,2026-08-25T11:27:01Z,ORD-900594,taker,3.50
FIL-500643,ACC-1015,MNQ,BUY,2,19847.50,2026-08-25T11:33:27Z,ORD-900595,taker,1.40
FIL-500644,ACC-1015,MNQ,SELL,2,19846.50,2026-08-25T11:59:33Z,ORD-900555,taker,1.40
FIL-500645,ACC-1016,MES,BUY,5,5641.00,2026-08-25T12:05:00Z,ORD-900601,maker,3.50
FIL-500646,ACC-1016,MES,BUY,5,5641.00,2026-08-25T12:05:03Z,ORD-900601,maker,3.50
FIL-500647,ACC-1008,6E,BUY,2,1.1038,2026-08-25T12:15:00Z,ORD-900498,taker,4.96
FIL-500648,ACC-1015,MNQ,SELL,2,19848.50,2026-08-25T12:28:27Z,ORD-900596,maker,1.40
FIL-500649,ACC-1015,MNQ,BUY,2,19846.25,2026-08-25T12:33:33Z,ORD-900556,taker,1.40
FIL-500650,ACC-1016,MES,SELL,10,5628.25,2026-08-25T12:38:41Z,ORD-900602,taker,7.00
FIL-500651,ACC-1005,MCL,SELL,3,73.62,2026-08-25T12:41:30Z,ORD-900480,taker,2.10
FIL-500652,ACC-1015,MNQ,SELL,2,19847.25,2026-08-25T12:48:55Z,ORD-900597,maker,1.40
FIL-500653,ACC-1015,MNQ,SELL,2,19847.25,2026-08-25T12:48:57Z,ORD-900597,maker,1.40
FIL-500654,ACC-1015,MNQ,BUY,3,19848.25,2026-08-25T12:50:24Z,ORD-900557,maker,2.10
FIL-500655,ACC-1016,MES,BUY,7,5629.50,2026-08-25T12:52:10Z,ORD-900603,taker,4.90
FIL-500656,ACC-1016,MES,BUY,8,5629.50,2026-08-25T12:52:11Z,ORD-900603,maker,5.60
FIL-500657,ACC-1011,MCL,BUY,6,73.95,2026-08-25T12:58:40Z,ORD-900519,taker,4.20
FIL-500658,ACC-1010,MNQ,BUY,2,19795.00,2026-08-25T13:02:00Z,ORD-900516,taker,1.40
FIL-500659,ACC-1004,MES,BUY,12,5640.50,2026-08-25T13:05:00Z,ORD-900477,taker,8.40
FIL-500660,ACC-1004,MES,SELL,12,5640.75,2026-08-25T13:09:44Z,ORD-900478,taker,8.40
FIL-500661,ACC-1016,MES,SELL,15,5620.00,2026-08-25T13:19:55Z,ORD-900604,taker,10.50
FIL-500662,ACC-1006,MES,SELL,3,5638.00,2026-08-25T13:20:05Z,ORD-900472,taker,2.10
FIL-500663,ACC-1015,MNQ,BUY,4,19847.75,2026-08-25T13:24:55Z,ORD-900598,taker,2.80
FIL-500664,ACC-1015,MNQ,BUY,2,19848.00,2026-08-25T13:25:04Z,ORD-900599,taker,1.40
FIL-500665,ACC-1015,MNQ,BUY,4,19848.00,2026-08-25T13:27:36Z,ORD-900559,maker,2.80
FIL-500666,ACC-1015,MNQ,SELL,3,19848.00,2026-08-25T13:28:24Z,ORD-900558,taker,2.10
FIL-500667,ACC-1016,MES,BUY,10,5622.75,2026-08-25T13:31:02Z,ORD-900605,maker,7.00
FIL-500668,ACC-1016,MES,BUY,10,5622.75,2026-08-25T13:31:05Z,ORD-900605,taker,7.00
FIL-500669,ACC-1003,MNQ,BUY,8,19801.25,2026-08-25T13:32:11Z,ORD-900473,taker,5.60
FIL-500670,ACC-1003,MNQ,BUY,12,19801.25,2026-08-25T13:32:14Z,ORD-900473,maker,8.40
FIL-500671,ACC-1011,MES,SELL,4,5645.25,2026-08-25T13:35:02Z,ORD-900517,taker,2.80
FIL-500672,ACC-1011,MES,SELL,6,5645.25,2026-08-25T13:35:05Z,ORD-900517,taker,4.20
FIL-500673,ACC-1008,6E,SELL,2,1.10455,2026-08-25T13:44:19Z,ORD-900499,taker,4.96
FIL-500674,ACC-1003,MNQ,SELL,20,19812.00,2026-08-25T13:48:52Z,ORD-900474,taker,14.00
FIL-500675,ACC-1015,MNQ,SELL,4,19847.75,2026-08-25T13:50:36Z,ORD-900560,taker,2.80
FIL-500676,ACC-1004,MES,BUY,1,5641.00,2026-08-25T13:51:12Z,ORD-900479,taker,0.70
FIL-500677,ACC-1016,MES,SELL,20,5615.50,2026-08-25T13:58:12Z,ORD-900606,maker,14.00
FIL-500678,ACC-1007,MES,BUY,1,5639.00,2026-08-25T13:58:26Z,ORD-900497,maker,0.70
FIL-500679,ACC-1015,MNQ,SELL,2,19847.50,2026-08-25T14:01:04Z,ORD-900600,taker,1.40
FIL-500680,ACC-1003,NQ,BUY,2,19820.75,2026-08-25T14:02:19Z,ORD-900475,maker,4.20
FIL-500681,ACC-1001,MCL,BUY,4,73.88,2026-08-25T14:05:12Z,ORD-900491,maker,2.80
FIL-500682,ACC-1017,MES,BUY,1,5640.00,2026-08-25T14:08:44Z,ORD-900615,taker,0.70
FIL-500683,ACC-1017,MES,BUY,1,5640.00,2026-08-25T14:08:47Z,ORD-900615,taker,0.70
FIL-500684,ACC-1003,NQ,SELL,2,19815.50,2026-08-25T14:11:40Z,ORD-900476,taker,4.20
FIL-500685,ACC-1011,MES,BUY,10,5643.00,2026-08-25T14:12:48Z,ORD-900518,maker,7.00
FIL-500686,ACC-1002,MES,BUY,1,5640.25,2026-08-25T14:14:30Z,ORD-900494,taker,0.70
FIL-500687,ACC-1013,MNQ,BUY,1,19830.00,2026-08-25T14:18:00Z,ORD-900520,maker,0.70
